uid,prediction
u041586,"i001922,i001069,i000554,i000481,i000661,i000909,i001702,i000485,i000109,i000207"
u041591,"i001952,i001069,i000909,i000481,i001319,i000661,i001663,i000342,i001922,i000521"
u041593,"i000481,i000521,i001069,i001952,i000909,i001663,i000661,i000207,i001038,i000646"
u041604,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001046,i001038"
u041605,"i001663,i000481,i001069,i001952,i000646,i000521,i001478,i000909,i000207,i000661"
u041610,"i000481,i000342,i001069,i000521,i000909,i000554,i001663,i001922,i001952,i000661"
u041620,"i001240,i000554,i001191,i001922,i000695,i001049,i001584,i001688,i000909,i000058"
u041622,"i000521,i000481,i000342,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u041623,"i001949,i000481,i000521,i000207,i001952,i000947,i000342,i000909,i001240,i000554"
u041626,"i000554,i000481,i000909,i001069,i000877,i000327,i001038,i001536,i001884,i001922"
u041632,"i000619,i000481,i001952,i001069,i001038,i001478,i001949,i001143,i001922,i000332"
u041635,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u041637,"i000481,i001952,i000554,i001922,i000695,i000570,i001069,i000661,i001663,i001949"
u041639,"i001922,i000481,i001069,i000554,i001952,i000695,i000521,i000619,i001191,i001143"
u041640,"i000481,i001069,i000909,i001952,i000521,i000442,i001478,i000109,i000207,i001143"
u041641,"i001922,i000521,i000619,i000481,i001069,i001952,i001143,i000554,i000931,i001914"
u041643,"i000481,i001069,i001952,i000909,i001663,i001445,i000661,i000521,i000207,i001038"
u041649,"i001922,i000207,i001143,i000619,i000481,i001049,i001952,i001069,i001455,i001663"
u041651,"i001922,i001143,i000481,i000207,i000909,i001478,i001046,i000931,i001952,i000661"
u041655,"i000481,i000248,i001952,i000661,i000646,i000342,i000521,i001663,i001069,i000909"
u041657,"i000646,i000909,i001069,i001952,i000521,i000661,i001663,i001455,i000695,i000110"
u041660,"i000909,i001069,i000481,i001663,i000554,i000521,i001952,i000619,i001191,i000342"
u041661,"i001922,i000619,i000481,i001069,i000207,i001663,i000646,i000909,i000521,i000554"
u041662,"i001952,i001922,i000207,i000521,i000619,i000481,i001069,i000909,i000554,i001046"
u041663,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u041669,"i000481,i000521,i001069,i001952,i000909,i001663,i000661,i000207,i001038,i000646"
u041670,"i001069,i000481,i000909,i001663,i001952,i000661,i000695,i001922,i000521,i000646"
u041672,"i001922,i000619,i000481,i001069,i000909,i001952,i000521,i001038,i001884,i001478"
u041679,"i001240,i001584,i001922,i000695,i000554,i001049,i001191,i000401,i001688,i000909"
u041680,"i000518,i000481,i001952,i001753,i000909,i001508,i001069,i000521,i000342,i000661"
u041683,"i000909,i001952,i000481,i001069,i001478,i001922,i000521,i001663,i000342,i000661"
u041692,"i001922,i000554,i000619,i001069,i000481,i000207,i000909,i000695,i000521,i001331"
u041693,"i001069,i000084,i000570,i000931,i000481,i000207,i001663,i000554,i000521,i001455"
u041701,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u041705,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001922,i000695,i001914"
u041709,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u041711,"i001922,i000481,i001069,i000909,i000521,i001952,i000661,i000109,i001663,i000646"
u041717,"i001922,i000554,i001143,i000481,i001952,i001069,i001949,i000909,i000342,i000207"
u041718,"i000481,i001069,i001952,i000909,i000661,i000521,i001038,i001046,i000947,i000324"
u041722,"i001922,i001143,i001069,i000481,i001952,i000521,i000109,i001663,i001267,i000947"
u041723,"i000909,i000481,i001952,i000646,i001478,i000619,i000661,i000554,i001455,i001038"
u041725,"i000646,i001952,i000481,i001663,i001069,i000909,i000661,i000521,i001038,i001445"
u041740,"i001508,i001069,i000481,i000909,i001753,i000518,i000342,i001906,i001952,i000325"
u041743,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u041750,"i001922,i000554,i001069,i000481,i000646,i000521,i000446,i001952,i002063,i001816"
u041765,"i000661,i001952,i000570,i000270,i001069,i000521,i001046,i001455,i001445,i001922"
u041767,"i001069,i001713,i000909,i000481,i001952,i000661,i001663,i000931,i000563,i001908"
u041770,"i001191,i001240,i001069,i000554,i001949,i000909,i000521,i001952,i001445,i000481"
u041774,"i000521,i000481,i000554,i000342,i000909,i001952,i001069,i000661,i001663,i000646"
u041775,"i001922,i000521,i000554,i000619,i000481,i001069,i001952,i000909,i001455,i001682"
u041776,"i001875,i000481,i001069,i000661,i000618,i000554,i001455,i000909,i000521,i000619"
u041778,"i001922,i000207,i000481,i001069,i001952,i001663,i001038,i001997,i001478,i000521"
u041784,"i001922,i000554,i000481,i001069,i000909,i000521,i000342,i001455,i000695,i001267"
u041789,"i000481,i001240,i000898,i000720,i001395,i002056,i001021,i001069,i001952,i000909"
u041796,"i001663,i001069,i000481,i001952,i000646,i000521,i001478,i000909,i000207,i000661"
u041799,"i001922,i000481,i000909,i001952,i001038,i000207,i001069,i001478,i000521,i001663"
u041800,"i000481,i000832,i001673,i000207,i001710,i001069,i000720,i000999,i000521,i001445"
u041823,"i001069,i000481,i000909,i001952,i000931,i000947,i001663,i000521,i000661,i000554"
u041826,"i001922,i000619,i001914,i000481,i001952,i001240,i001087,i001949,i000518,i001753"
u041827,"i000481,i000909,i001069,i001952,i000521,i001143,i001455,i001038,i001663,i000646"
u041828,"i000521,i000554,i000481,i001143,i001922,i001069,i001663,i000058,i001952,i000661"
u041832,"i001922,i001143,i001069,i000481,i000909,i001952,i000554,i001663,i000619,i000646"
u041848,"i000521,i000619,i000481,i001069,i000695,i000207,i000554,i001952,i001455,i001191"
u041859,"i001922,i000554,i001143,i000619,i000481,i001069,i001952,i000909,i001445,i000109"
u041860,"i001922,i001069,i000481,i001952,i000207,i000909,i000619,i001046,i000661,i002009"
u041861,"i000521,i000619,i000481,i001922,i000554,i001143,i001069,i000207,i000485,i001455"
u041877,"i001584,i000695,i001688,i000401,i001049,i000058,i001922,i001240,i001682,i000909"
u041879,"i000554,i001753,i000481,i001069,i001952,i000909,i000207,i001663,i001949,i001906"
u041898,"i000909,i000481,i001069,i001663,i000521,i001952,i000342,i000661,i000324,i001445"
u041899,"i001922,i001143,i001069,i000481,i000909,i000207,i001753,i000554,i000109,i000252"
u041920,"i001069,i000481,i000909,i001952,i001713,i000947,i001663,i000521,i000661,i000554"
u041923,"i001445,i000661,i000481,i001952,i001069,i000909,i001455,i001673,i001949,i000554"
u041931,"i001240,i001922,i000695,i000554,i001049,i001191,i001584,i001688,i000909,i000058"
u041937,"i001922,i000554,i000481,i000909,i001952,i000661,i001069,i000207,i000485,i000521"
u041944,"i000956,i000554,i001717,i001445,i001952,i001143,i001191,i000909,i000521,i000661"
u041947,"i001673,i001455,i001710,i001445,i000481,i001069,i001952,i000554,i000909,i000661"
u041959,"i002132,i000481,i001069,i001952,i001478,i000909,i001663,i000158,i001038,i000521"
u041964,"i001069,i000481,i000909,i001952,i000931,i000947,i001663,i000521,i000661,i000554"
u041966,"i000909,i000481,i001952,i001069,i001240,i001922,i001455,i002056,i000661,i000947"
u041967,"i000481,i001952,i001069,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u041968,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u041973,"i000481,i001069,i000909,i000342,i000947,i000619,i000554,i001331,i000207,i001922"
u041975,"i000521,i000481,i000342,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u041976,"i001922,i000619,i000481,i001952,i001069,i000947,i000521,i001663,i000646,i000909"
u041978,"i001922,i001143,i000481,i000207,i001069,i001952,i001478,i000909,i000661,i000646"
u041984,"i001069,i000481,i001952,i000909,i000931,i001922,i000661,i001445,i000342,i000947"
u041986,"i001922,i000481,i001069,i001663,i000563,i001445,i000485,i001875,i001143,i000909"
u041993,"i000481,i000342,i000207,i001069,i000521,i000909,i001663,i001922,i001952,i000661"
u041994,"i001069,i001663,i000481,i001267,i000909,i001952,i000931,i000947,i000301,i000521"
u041996,"i001922,i000909,i000521,i000481,i000695,i001952,i000646,i000401,i001240,i000554"
u042007,"i000947,i000909,i000619,i001069,i000481,i001713,i001952,i000646,i001235,i000446"
u042013,"i001143,i000481,i000909,i001069,i001952,i000109,i000570,i000521,i002009,i001038"
u042029,"i001922,i000619,i000481,i000661,i001663,i000207,i001143,i000324,i000842,i000695"
u042033,"i001922,i000619,i000481,i000207,i001914,i001952,i001143,i001314,i001753,i001688"
u042036,"i000619,i000481,i000554,i000521,i001143,i001663,i001038,i000695,i001049,i000909"
u042045,"i000481,i000646,i001952,i000342,i001038,i000977,i000248,i000554,i000898,i000955"
u042051,"i001922,i001069,i000481,i001267,i000446,i000646,i001945,i000207,i001663,i002132"
u042053,"i001922,i001143,i000481,i001069,i000909,i000661,i001952,i000521,i000342,i001274"
u042055,"i000619,i000695,i000481,i000109,i001069,i000554,i001922,i001455,i001478,i000955"
u042063,"i001143,i000481,i000909,i001069,i001952,i000661,i001445,i001673,i001090,i000956"
u042068,"i001922,i001143,i000619,i000481,i001455,i001069,i000253,i000446,i001331,i000931"
u042069,"i000481,i000909,i000207,i001069,i001949,i001952,i001663,i000521,i000661,i000342"
u042074,"i000909,i000481,i001069,i001952,i000947,i001922,i000521,i001663,i000342,i000661"
u042088,"i001922,i000619,i000481,i001069,i000909,i000521,i001952,i000661,i000695,i000251"
u042091,"i001922,i000619,i001069,i000481,i001952,i000931,i001319,i000554,i000661,i000521"
u042092,"i001922,i001143,i001069,i000481,i001952,i001663,i000254,i000898,i000760,i002063"
u042110,"i000661,i000481,i001952,i001069,i001478,i000909,i001663,i001038,i000521,i000646"
u042111,"i001922,i000695,i001682,i002009,i001240,i001688,i000521,i001049,i001663,i000481"
u042112,"i000909,i001069,i001952,i000481,i001038,i000661,i000485,i000207,i000646,i002132"
u042116,"i001922,i001143,i000481,i000909,i001952,i001069,i000554,i000207,i002063,i001663"
u042117,"i001952,i001922,i000554,i001143,i000481,i000909,i001069,i000207,i000661,i000521"
u042126,"i000425,i001069,i000909,i000947,i001445,i000931,i001710,i001160,i000481,i001952"
u042127,"i001922,i000554,i001143,i000481,i000909,i001069,i000661,i001952,i001663,i000521"
u042139,"i001682,i001922,i000200,i001026,i001151,i002009,i001191,i001335,i001240,i001455"
u042148,"i001038,i000481,i001952,i001069,i000909,i001663,i000646,i000521,i000661,i000947"
u042154,"i000521,i001875,i000342,i002146,i000481,i001988,i001069,i001952,i000909,i000619"
u042158,"i001914,i001087,i001649,i000909,i001455,i000481,i001445,i001069,i001673,i001952"
u042168,"i000110,i000324,i000555,i000909,i000898,i001455,i001663,i001914,i000661,i001673"
u042174,"i000481,i000521,i000619,i000909,i001069,i000342,i000661,i001952,i000947,i001663"
u042179,"i002146,i000481,i000909,i001663,i001069,i000646,i001952,i000521,i001478,i001046"
u042183,"i001191,i001949,i001240,i001069,i000554,i000909,i000521,i001952,i001445,i000481"
u042197,"i001038,i000481,i001952,i001069,i000909,i001663,i000646,i000521,i000661,i000947"
u042198,"i000481,i000521,i000619,i000909,i001069,i000342,i000661,i001952,i000947,i001663"
u042201,"i001922,i000481,i001069,i000521,i000646,i001952,i000619,i000909,i000485,i000947"
u042204,"i000481,i001952,i000342,i001069,i000521,i000909,i001663,i001922,i000661,i001478"
u042231,"i000481,i000909,i000695,i001922,i001663,i000342,i000554,i001069,i000521,i001240"
u042234,"i001922,i000554,i000619,i000481,i001069,i000909,i001663,i001952,i001949,i000207"
u042239,"i001914,i001069,i001649,i000909,i001455,i001087,i000481,i001445,i001673,i001952"
u042242,"i001922,i000554,i001143,i000481,i001069,i000521,i000661,i001663,i000842,i001038"
u042249,"i001069,i000301,i001952,i000481,i000909,i001713,i001753,i000947,i000931,i001508"
u042250,"i001922,i001143,i000619,i000481,i001069,i000909,i001713,i001952,i001663,i000661"
u042253,"i000805,i001455,i001445,i001069,i001949,i001952,i001673,i000554,i000909,i000481"
u042255,"i001922,i001143,i000481,i000207,i001069,i001952,i001478,i000909,i000661,i000646"
u042257,"i001922,i001143,i000481,i001069,i000909,i000661,i001952,i000521,i001508,i000442"
u042262,"i000481,i000909,i001952,i001922,i001445,i001143,i001046,i001069,i000207,i000646"
u042266,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u042267,"i000481,i000521,i000619,i000909,i001069,i000342,i000661,i001952,i000947,i001663"
u042271,"i001455,i001673,i001710,i001445,i001069,i001952,i000554,i000481,i000909,i000805"
u042278,"i000909,i001663,i001455,i000555,i001682,i000720,i001335,i000560,i000109,i000481"
u042279,"i001069,i001143,i000481,i000521,i000342,i001914,i000909,i001952,i001816,i000485"
u042282,"i000646,i000481,i001663,i001069,i000207,i001952,i000909,i000661,i000521,i001038"
u042287,"i000481,i001069,i001952,i000342,i000909,i000554,i000695,i000619,i001663,i000158"
u042291,"i000646,i000481,i001038,i001663,i001069,i001952,i000909,i000661,i000521,i001445"
u042300,"i000270,i000661,i001952,i001069,i000481,i000521,i001663,i001673,i001710,i001922"
u042303,"i001952,i001069,i000661,i000481,i000909,i001455,i001663,i000521,i001046,i000646"
u042307,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u042311,"i001922,i000554,i001952,i000481,i000909,i001069,i000661,i001914,i000207,i000947"
u042312,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u042313,"i000481,i001069,i000909,i000207,i001952,i001663,i000521,i000661,i000342,i001922"
u042315,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u042322,"i001922,i000207,i000909,i000481,i000521,i001069,i001952,i000661,i001296,i001663"
u042340,"i000481,i000909,i000342,i001069,i000521,i001952,i000661,i001663,i001922,i000207"
u042347,"i000481,i001069,i001952,i000909,i001478,i001663,i000661,i000521,i000207,i001038"
u042348,"i001069,i000481,i000909,i000342,i001952,i000947,i001663,i000521,i000661,i000554"
u042354,"i000555,i000481,i000909,i000324,i001952,i000342,i001710,i001069,i001663,i000521"
u042359,"i000947,i001069,i000521,i000481,i001663,i001952,i000909,i000342,i000646,i001455"
u042364,"i001952,i000481,i001069,i000661,i000909,i001455,i001663,i000521,i001046,i000646"
u042365,"i000931,i001069,i001713,i001046,i000554,i000481,i000909,i001952,i001455,i000947"
u042368,"i001922,i001069,i000481,i000207,i000521,i001445,i001314,i000158,i001945,i001267"
u042370,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i001046,i000661,i000554"
u042373,"i001922,i000554,i000481,i001455,i001952,i001069,i000555,i001688,i000947,i000619"
u042375,"i000909,i000481,i001069,i001952,i001922,i000521,i001663,i000342,i000109,i000661"
u042376,"i001922,i000554,i001143,i000619,i000481,i000909,i001663,i001952,i001038,i000207"
u042378,"i001455,i000481,i000554,i000342,i001069,i000521,i000909,i001663,i001922,i001952"
u042379,"i001952,i000481,i001069,i000207,i000661,i000909,i001455,i001663,i000521,i001046"
u042386,"i000555,i000324,i000909,i000898,i000110,i000327,i000521,i000481,i001952,i000877"
u042387,"i001922,i001069,i000481,i001952,i000909,i001143,i001240,i001877,i001710,i000842"
u042388,"i001922,i001143,i000619,i000481,i000207,i001069,i000909,i000646,i001445,i001952"
u042392,"i001922,i000619,i000481,i001952,i001069,i000646,i000909,i001663,i000554,i000109"
u042394,"i000715,i001143,i000481,i001069,i001952,i000909,i000554,i000521,i001455,i000207"
u042396,"i000481,i001069,i000661,i001952,i000909,i001663,i000521,i000207,i001038,i000646"
u042397,"i001875,i000481,i001069,i000618,i000661,i000554,i001455,i000909,i000521,i000619"
u042398,"i001922,i000521,i000554,i001143,i001069,i000481,i000909,i000947,i001663,i001952"
u042401,"i000521,i000481,i000909,i000646,i001663,i001038,i000109,i000342,i001046,i001952"
u042407,"i001753,i000481,i001069,i001952,i001673,i000548,i000909,i000554,i001710,i000661"
u042410,"i001922,i001143,i000481,i001069,i001952,i000207,i000521,i000909,i000661,i001945"
u042413,"i001952,i001143,i000619,i000481,i001069,i000909,i000521,i000133,i000324,i000528"
u042437,"i000481,i001069,i001753,i000909,i001952,i001663,i001922,i001240,i000661,i000695"
u042448,"i001026,i000282,i001151,i000481,i001515,i001949,i001113,i001320,i000372,i001417"
u042455,"i001922,i000521,i001143,i001069,i001952,i000481,i000909,i001331,i000695,i000619"
u042456,"i000207,i000554,i001143,i000481,i000109,i001952,i001922,i001478,i000485,i000133"
u042458,"i000481,i000909,i000342,i001069,i000521,i001952,i000661,i001663,i001922,i000207"
u042460,"i000342,i000481,i000947,i001309,i001389,i001069,i001952,i000909,i000207,i000521"
u042469,"i001952,i000481,i000521,i001069,i000661,i000909,i001455,i001143,i001663,i001046"
u042477,"i000481,i001952,i001069,i001046,i001478,i001038,i001632,i001682,i001445,i001914"
u042478,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u042479,"i001922,i000554,i001143,i000481,i001069,i000646,i000947,i001952,i001046,i001884"
u042492,"i000324,i000555,i000481,i000909,i000110,i001069,i001952,i000521,i000898,i000327"
u042493,"i001922,i001143,i000481,i001952,i001663,i000521,i000909,i000342,i000554,i001478"
u042500,"i001922,i000481,i000909,i000521,i001069,i001884,i000207,i001952,i000695,i001087"
u042502,"i000481,i000521,i000909,i001069,i001663,i001952,i000661,i000695,i001922,i000646"
u042503,"i001046,i000481,i001952,i000646,i001069,i000909,i001663,i000661,i000521,i001445"
u042505,"i000481,i000521,i001038,i001922,i001663,i001046,i001952,i000485,i000554,i001478"
u042510,"i001922,i000207,i000619,i000481,i001069,i000909,i000109,i001143,i000521,i000554"
u042511,"i000481,i000909,i000342,i001922,i001331,i001952,i001663,i001069,i000528,i000109"
u042514,"i000909,i000481,i000521,i000554,i001143,i001663,i001240,i000931,i001914,i000282"
u042520,"i001069,i000481,i000909,i000521,i000661,i000554,i001952,i000947,i000207,i001663"
u042522,"i001922,i000554,i000481,i001069,i001240,i001143,i001952,i000619,i001478,i001046"
u042529,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u042535,"i001922,i000554,i001143,i000481,i000909,i000521,i000207,i000661,i001952,i001508"
u042537,"i000909,i001663,i000481,i001069,i000554,i000695,i000555,i001952,i000521,i001478"
u042540,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u042543,"i001952,i000481,i001663,i001069,i000661,i000909,i001455,i000521,i001046,i000646"
u042544,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u042549,"i000521,i000481,i000342,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u042555,"i001922,i000554,i000619,i000481,i000909,i001069,i001455,i001663,i001710,i001952"
u042560,"i000207,i000481,i000909,i000661,i001069,i001143,i001952,i000619,i001663,i001922"
u042561,"i001922,i000619,i000481,i001952,i001710,i001240,i000109,i000521,i000909,i000324"
u042563,"i001069,i000481,i000207,i001952,i000521,i000909,i000133,i001945,i000619,i000554"
u042580,"i001069,i000947,i000481,i000342,i001267,i000909,i000521,i001663,i000661,i000528"
u042586,"i001922,i000554,i000481,i001069,i000909,i001713,i001663,i001945,i000619,i000207"
u042587,"i000481,i000909,i001478,i000528,i001069,i000661,i001952,i000342,i000554,i000207"
u042610,"i000554,i000481,i001914,i001240,i000909,i001455,i001069,i001949,i001922,i001952"
u042620,"i000521,i001069,i000481,i000909,i001922,i000207,i001663,i000570,i000109,i001949"
u042622,"i001711,i001663,i001508,i000481,i001952,i001069,i000518,i000661,i001455,i001753"
u042626,"i000805,i000481,i001445,i001455,i001069,i001949,i001952,i001673,i000909,i000554"
u042633,"i001922,i000521,i000554,i000619,i000481,i001069,i001952,i000909,i001673,i001455"
u042635,"i000521,i000619,i000481,i001069,i001952,i000661,i000207,i000695,i001673,i001478"
u042638,"i001952,i001922,i000207,i000521,i000619,i000481,i001069,i000909,i000554,i001046"
u042640,"i001922,i000481,i001952,i001069,i000521,i000342,i001038,i000109,i000207,i001974"
u042642,"i001069,i001922,i000481,i001663,i001038,i000619,i000661,i000521,i001445,i001952"
u042646,"i000555,i000481,i000909,i000324,i001125,i001952,i000342,i001710,i001069,i001663"
u042648,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u042653,"i001922,i000481,i000909,i001069,i001143,i000521,i001240,i001710,i000931,i000554"
u042654,"i000521,i000481,i001952,i001663,i000909,i001069,i000485,i001038,i000646,i001710"
u042659,"i001922,i001143,i000619,i000481,i000207,i001069,i000109,i000133,i001049,i000294"
u042672,"i000324,i000555,i000481,i000909,i000110,i001069,i001952,i000521,i000898,i000327"
u042673,"i001455,i000968,i001952,i001663,i001069,i000909,i001445,i001949,i002009,i000661"
u042675,"i000481,i000909,i000342,i000521,i001952,i001069,i001663,i000661,i000109,i000947"
u042681,"i000481,i000909,i001069,i001663,i000342,i000324,i000521,i001952,i000695,i001922"
u042684,"i000481,i001069,i001952,i000646,i000909,i001663,i000661,i000521,i000207,i001038"
u042687,"i001143,i000554,i000481,i001069,i000956,i001455,i001952,i000909,i001949,i000661"
u042689,"i001922,i000554,i000619,i000481,i000207,i001952,i001069,i001663,i001914,i000931"
u042694,"i001922,i000207,i000481,i001069,i000909,i001445,i000521,i000158,i000109,i001191"
u042700,"i001069,i001922,i000554,i000909,i000481,i000109,i000324,i001240,i001038,i000521"
u042704,"i001922,i000554,i000619,i000481,i001663,i001069,i000207,i000521,i001038,i001673"
u042707,"i001922,i001143,i000481,i001069,i000695,i001445,i000446,i000521,i000207,i000282"
u042713,"i000909,i000481,i001069,i001952,i000661,i000521,i001038,i001046,i000947,i001949"
u042715,"i000554,i001143,i000481,i000521,i000485,i000909,i001819,i000619,i001445,i002056"
u042718,"i001914,i001069,i001087,i001649,i000909,i001952,i001673,i000342,i002063,i000481"
u042723,"i000481,i001069,i001952,i000909,i001478,i001663,i000661,i000521,i000207,i001038"
u042727,"i000909,i000481,i001069,i001952,i000521,i000661,i001331,i000554,i000342,i001038"
u042728,"i001922,i000619,i000481,i000909,i001455,i001069,i001673,i000695,i001049,i001331"
u042729,"i000481,i000909,i001069,i001663,i001952,i000661,i000695,i001922,i000521,i000646"
u042736,"i000324,i000555,i000909,i000760,i000898,i000481,i000521,i001069,i000110,i001952"
u042741,"i000481,i000909,i000695,i001922,i001663,i000342,i000554,i001069,i000521,i001240"
u042742,"i000207,i000481,i001069,i001663,i001038,i000909,i000619,i001952,i001189,i000646"
u042747,"i000909,i001143,i000619,i001069,i000521,i001952,i000481,i000207,i001922,i000646"
u042750,"i000909,i000481,i001952,i001049,i001240,i000931,i000554,i000207,i001922,i000521"
u042758,"i001922,i000481,i001069,i000909,i001952,i000554,i001478,i001143,i001663,i000342"
u042767,"i000619,i000481,i001952,i001455,i001069,i000554,i000661,i000909,i001663,i001673"
u042768,"i001922,i000619,i000481,i001069,i000661,i001914,i001952,i000207,i000521,i001663"
u042789,"i001143,i000554,i000481,i001069,i001455,i001952,i000909,i001949,i000282,i000661"
u042790,"i000481,i001069,i001952,i000909,i001663,i000158,i000661,i000521,i000207,i001038"
u042797,"i000481,i000909,i001069,i001663,i001952,i000661,i000695,i001922,i000521,i000646"
u042801,"i001922,i000481,i000207,i000909,i000109,i001455,i001949,i000521,i001069,i000646"
u042802,"i001922,i000554,i000619,i000481,i001069,i001952,i000909,i001046,i001976,i001478"
u042803,"i000342,i000481,i000909,i001069,i000521,i001952,i000661,i001663,i001922,i000207"
u042806,"i000646,i000521,i000481,i001663,i001069,i001952,i000909,i000661,i001038,i001445"
u042808,"i000481,i000909,i001952,i001478,i000521,i000207,i000661,i001069,i000442,i001663"
u042809,"i001143,i000481,i001952,i000521,i000898,i001240,i001875,i001663,i000618,i000619"
u042815,"i000481,i000909,i000342,i000521,i001952,i001069,i001663,i000661,i000947,i001478"
u042819,"i000909,i001922,i000481,i001663,i001952,i000485,i000554,i001069,i000207,i000661"
u042821,"i000481,i000521,i000909,i001069,i001663,i000342,i000324,i001952,i000695,i001478"
u042826,"i001914,i001087,i001069,i001649,i000909,i001952,i001673,i000342,i002063,i000481"
u042831,"i000481,i001069,i001952,i000909,i001478,i001663,i000661,i000521,i000207,i001038"
u042832,"i001069,i000909,i000481,i001952,i000521,i001314,i001046,i000947,i001663,i001049"
u042835,"i001673,i001455,i001710,i001445,i000481,i001069,i001952,i000554,i000909,i000661"
u042836,"i000909,i000619,i001069,i001914,i000481,i000207,i001952,i000931,i001945,i001922"
u042843,"i000058,i000695,i001049,i001688,i001584,i001240,i000401,i001922,i000554,i001455"
u042848,"i000207,i001455,i001632,i001423,i001375,i000481,i001069,i001952,i000909,i000521"
u042849,"i000481,i000909,i001069,i000207,i001219,i001952,i001663,i000521,i000661,i000342"
u042860,"i001922,i000481,i001069,i001663,i001952,i000909,i000207,i001914,i000661,i000058"
u042863,"i001922,i001143,i000481,i001069,i000909,i001952,i000521,i000646,i000570,i000554"
u042865,"i001069,i000695,i000058,i001688,i000909,i001049,i000109,i000754,i000555,i001240"
u042867,"i001069,i000619,i000909,i000342,i000554,i001240,i000207,i000481,i001922,i000898"
u042880,"i000909,i001922,i000554,i001143,i001069,i000481,i001952,i001240,i001649,i000158"
u042882,"i000909,i000521,i000481,i001046,i001952,i001069,i001884,i001331,i001673,i001478"
u042887,"i000646,i000481,i001478,i000909,i001109,i001663,i001038,i001069,i000554,i001314"
u042891,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u042894,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u042896,"i000481,i000646,i000909,i001069,i001663,i001952,i000661,i000695,i001922,i000521"
u042910,"i000909,i001952,i000481,i001143,i001069,i001478,i000695,i000058,i000133,i001663"
u042912,"i000646,i000909,i000481,i001663,i001069,i001952,i000661,i000521,i001038,i001445"
u042913,"i001069,i000481,i000909,i001952,i000947,i000646,i001663,i000521,i000661,i000554"
u042917,"i000521,i001143,i000481,i001663,i001069,i000947,i000554,i000661,i001952,i001046"
u042931,"i001922,i000554,i000619,i001069,i001952,i000481,i000324,i000207,i000760,i001455"
u042942,"i001069,i001952,i000619,i001240,i000695,i000554,i001049,i001922,i000058,i001143"
u042943,"i001922,i000554,i000619,i000481,i001069,i000909,i000207,i001663,i001445,i000521"
u042957,"i001143,i000554,i000481,i001069,i001455,i001952,i000909,i001949,i000661,i000521"
u042961,"i000481,i000909,i001069,i001663,i000342,i000324,i000521,i001952,i000695,i001478"
u042964,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u042966,"i001922,i000554,i001069,i000481,i001663,i001445,i001038,i001952,i000898,i001713"
u042967,"i000481,i001069,i001663,i001952,i000909,i001331,i001143,i000646,i002035,i000485"
u042975,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u042978,"i000521,i001069,i000481,i000342,i000909,i001952,i000661,i001663,i000646,i000947"
u042979,"i001922,i000909,i000481,i001069,i001952,i000619,i000521,i000342,i001455,i001478"
u042980,"i000554,i001069,i000481,i000909,i000695,i001038,i000058,i001952,i000342,i001713"
u042983,"i000481,i001952,i001663,i001069,i000909,i000661,i000521,i000207,i001038,i000646"
u043004,"i000661,i000481,i001952,i001069,i000909,i001663,i001038,i000521,i001455,i000646"
u043005,"i001143,i000554,i001663,i000481,i001069,i001455,i001952,i000909,i001949,i000661"
u043008,"i001143,i000909,i000481,i001069,i000521,i000207,i000661,i001478,i001952,i001331"
u043011,"i001922,i001143,i000481,i001069,i001445,i000521,i001331,i001688,i001952,i001478"
u043012,"i000909,i000481,i001952,i001949,i001069,i000207,i001445,i001922,i000646,i001663"
